product_name_c_1,product_name_c_2,name_similarity,seller_website_c_1,seller_website_c_2,url_similarity,description_c_1,description_c_2,description_similarity,product_category_c_1,product_category_c_2,category_similarity
syncapps,syncapse,87.5,cazoomi.com,,,"syncapps integration platform allows any business to create enterprise level software integrations using a simple point & press interface to integrate dynamics 365, mailchimp, constant contact, netsuite, salesforce, quickbooks, zoho crm, zendesk, xero, highrise, handshake, sugarcrm, suitecrm and many more.",,,data integration tools,social marketing,42.10526315789473
synch,synchr,90.9090909090909,withsynch.com,,,"your sales and sales ops team in a unified platform. no setup, salesforce sso and go.",,,sales acceleration software,onboarding,27.027027027027028
synergy,synergy 8,87.5,totalsynergy.com,,,"synergy is business and project management software for architects, engineers and construction designers (aec). it is pure cloud software that aims to give built environment design professionals more time for design.",,,"project, portfolio & program management software",shopping cart software,42.85714285714286
synopsys design compiler,synopsys ic compiler,86.36363636363636,,,,,,,technology design and architecture,testing and qa,45.833333333333336
sysinfo eml to pst converter,sysinfo mbox to pst converter,91.22807017543859,,,,,,,email converter,email converter,100.0
sysinfo eml to pst converter,sysinfo olm to pst converter,92.85714285714286,,,,,,,email converter,email converter,100.0
sysinfo mbox to pst converter,sysinfo olm to pst converter,91.22807017543859,,,,,,,email converter,email converter,100.0
systools dbx to pst converter,systools pst to mbox converter,94.91525423728814,,,,,,,email converter,email converter,100.0
talena,talenica,85.71428571428572,,talenica.com,,,talenica offers organizations a complete hr and payroll solutions provided by tyconz.,,"governance, risk and compliance",core hr software,29.78723404255319
talentdesk,talentdesk.io,86.95652173913044,,talentdesk.io,,,"talentdesk.io is a cloud solution designed to enable organisations to conveniently assemble and manage on-demand flexible teams in one place. talentdesk.io offers a unified platform to instantly create new projects, assign work and budgets to flexible teams, and automate invoice payments and reporting. all your part-timers, on-site contractors, and on-demand freelancers can be rated, managed and paid in a seamless flow, solving the headache of scattered resources entirely.",,workforce management,freelancer management systems,48.97959183673469
talentica,talentics,88.88888888888889,,talentics.app,,,"talentics is an innovative recruiting software and an hr tool that makes it easy for candidates and hr teams to make the hiring process easier, faster, and smarter. talentics is designed for the ease of the hr teams. developed by hr people, for the hr people, talentics provides unique features that allow the companies and hr teams to connect with the right talent, build strong relationships, and make the hiring process smooth for all.",,software development services,recruiting software,50.0
talentsystem5 compliance management system,talentsystem5 learning management system,85.36585365853658,,,,"rest assured, everyone is trained and certified","create and deliver learning anywhere, at any time.",49.48453608247423,learning management systems,learning management systems,100.0
talloo,talloot,92.3076923076923,talloo.com,talloot.com,95.23809523809523,a sales network and collaboration platform.,"prepare for the ai era of reskilling & hiring the skills needed to be successful are rapidly evolving and so should you. stay ahead, keep pace or be left behind. we map millions of data points from 1,000s of high performers in 100s of roles to provide clarity over what drives high performance, and we apply that to recruitment and talent management so that every candidate and employee is considered or developed on what matters, not on factors that don't influence job performance.",14.448669201520914,social network platforms,talent management software,36.0
talstack,taltrack,87.5,talstack.com,,,"talstack is an all-in-one platform that enables businesses to upskill their employees with tools, content, courses and insights from africa’s best professionals and entrepreneurs.",,,other hr software,org chart,46.15384615384615
tamber,tambero,92.3076923076923,tamber.com,tambero.com,95.23809523809523,"tamber is a recommendation engine for developers that build fast, head-scratchingly accurate hosted recommendation engines in minutes.","tambero.com is a cloud platform that helps farmers to keep track of the information of their livestock, dairy and crops. farms distributed in 150 countries track the status of their animals and receive alerts and recommendations to increase production based on the application of the best practices provided by our award winning system.",37.02127659574468,personalization engines,agriculture software,32.55813953488372
taskit,tasklite,85.71428571428572,,tasklite.org,,,"it is a free command line task/todo manager. it is written in haskell, which yields a high-performant and robust piece of software. as the backend it uses sqlite (support for plain files and git is planned).",,talent marketplace,document management,43.24324324324324
tdox,tdx,85.71428571428572,seltris.eu,,,"an inspection solution with feature to create forms, checklists, collecting & transferring data, multiple device integration, and more.",,,other hr software,investment portfolio management,20.833333333333336
teachlr organizaciones,teachlr organizations,93.02325581395348,teachlr.com,,,teachlr organizaciones offers a learning management system platform for businesses to help educate their employees.,"teachlr organizations provides an easy-to-use online school designed to deliver continuous corporate training. companies are made of people. better people, better results.",46.15384615384615,talent management software,learning management systems,52.83018867924528
teamdeck,teamdesk,87.5,teamdeck.io,,,teamdeck is an employee-focused complete resource management solution for agencies and software houses.,,,"project, portfolio & program management software",data management and storage,45.333333333333336
teamwork live,teamwork online,85.71428571428572,,,,,,,team collaboration,recruitment,34.48275862068966
techniq online university,techniq™ online university,98.0392156862745,vitalect.com,,,"techniq online university is an integrated software as a service (saas) solution that helps corporations, educational institutions and non-profit organizations manage their education offerings.","techniq online university is an online lms that allows corporations, educational institutions, and non-profit organizations to manage their education offerings, including learners, courses/classes, and instructors through a custom branded portal.",71.98177676537586,education software,learning management systems,35.55555555555555
tekla,teklaw,90.9090909090909,,newwavetek.com,,,"teklaw is an affordable and easy-to-use practice management system for smaller firms. teklaw tracks your cases, time, calendar, appearances, discovery due dates and invoices and syncs with outlook and your pda.",,construction management,legal software,21.62162162162162
teradata cdm,teradata crm,91.66666666666666,,,,,,,unified communications,crm platforms,34.285714285714285
testmo,testmoz,92.3076923076923,testmo.com,testmoz.com,95.23809523809523,"testmo comes with fully customizable and flexible test case management to organize, write and manage manual test cases.",testmoz is simple. but it has all the features you need to conduct your next assessment online.,42.990654205607484,test management tools,education software,25.64102564102564
textmaster,textmate,88.88888888888889,,macromates.com,,,textmate is a general-purpose gui text editor for mac os x.,,translation and localization,editor software,32.55813953488372
the newspaper manager,the newspaper manager crm,91.30434782608697,,newspapermanager.com,,,"the newspaper manager crm integrates sales, production, & billing data within one unified software platform.",,crm platforms,other vertical industry software,22.22222222222222
thingspace,thingspage,90.0,,thingspage.com,,,simple network access management for small networks.,,"mockups, wireframing and prototyping",network security software,36.065573770491795
thomson reuters eikon,thomson reuters elektron,88.88888888888889,,,,,,,other fintech,other fintech,100.0
threatmetrix,threatmetrix inc,85.71428571428572,,,,,,,identity verification and protection,fraud detection and prevention,60.60606060606061
tibco activematrix service bus,tibco activematrix service grid,88.52459016393442,,,,,,,networking hardware,build and deployment automation,28.000000000000004
tibco activematrix service gateway,tibco activematrix service grid,86.15384615384616,,,,,,,identity and access management,build and deployment automation,42.622950819672134
tickera,tickers,85.71428571428572,tickera.com,,,tickera is a hosted solution where users can control the profits with no requirement to send a cut to a third party. it is the best way to sell event tickets with wordpress.,,,event management software,push notifications,27.906976744186053
timelink,timelinx,87.5,,timelinxsoftware.com,,,timelinx software provides comprehensive crm-based web and mobile project and service management software solutions.,,workforce management,"project, portfolio & program management software",52.94117647058824
timeplot,timepot,93.33333333333333,,sparkbit.pl,,,timepot is a time tracking and reporting tool dedicated to small and medium companies. it allows to log the time spent on various taksks and projects and analyze the progress. timepot provides also a vacation tracking module that makes it easier to organize work.,,charting tools and libraries,time tracking software,31.999999999999996
timetac,timetap,85.71428571428572,timetac.com,,,"employee time tracking easy, fast & accurate time attendance tracking",,,time & attendance software,appointments and scheduling,37.735849056603776
timetrax,timetrex,87.5,efrotech.com,,,human capital management software,,,core hr software,leave management,25.0
timewatch,timewatchr,94.73684210526316,timewatch.com,timewatchr.com,96.2962962962963,"timewatch offers time tracking, expense management, resource scheduling and professional services automation solutions.","timewatchr a smart time tracker for everyone! whether you are a freelancer, startup or business into programming, sales, design, marketing, logistics, hr, or any other field that needs to track work hours, timewatchr is the smart solution for you. timewatchr is a powerful cloud-based application that allows users to track and schedule work time through an intuitive and easy-to-use interface. timewatchr allows you to generate reports on this data, which you can easily print and export. invoice and expense are some of the important timewatchr features that help prepare customer invoices and invoices for additional expenses. timewatchr also allows you to schedule events and receive email notifications. if your job involves visiting places or working with clients, you can use the timewatchr mobile app to track time. timewatchr provides gps tracking and geofencing for those who need to track time on the go. the timewatchr mobile app is for gps and geofencing users only. timewatchr benefits: accurately track your work effortlessly manage multiple projects, clients & teams easily determine hourly, monthly or fixed rates for projects and resources smoothly schedule events and get notifications generate invoices and expenses track employee movement through gps tracking set up geofences so that employees can only work in designated locations. an important aspect and key differentiator of timewatchr which is not available with our competitors in the market, is creating projects, where you can specify users for different roles of a project and assign hourly rate for each resource. this helps in creating accurate invoices.",12.528473804100226,time tracking software,time tracking software,100.0
topi,topia,88.88888888888889,,,,,,,instant messaging and chat,employee monitoring,26.66666666666667
topi,topic,88.88888888888889,,usetopic.com,,,"topic is an ai-based content optimization tool that helps you write high-quality content for search. for any given topic, we analyze top-performing content and make recommendations on word count, relevant sub-topics to cover and questions to answer.",,instant messaging and chat,seo tools,17.14285714285714
torchbox,torchx,85.71428571428572,,,,,,,software development services,real estate marketing,36.0
tots,totus,88.88888888888889,infosysdev.com,,,this software program is designed for small businesses that need to keep track of exempt (or hourly) employee paid time off.,,,workforce management software,customer communications management,31.746031746031743
trab,trabr,88.88888888888889,,trabr.com,,,"trabr is a construction management software that helps small and midsize businesses allocate tasks and maintain digital records to streamline project management processes. builders can collaborate with team members, clients, and project partners in real-time to update them on projects’ statuses. the solution allows managers to schedule tasks, track project timelines or deadlines, and manage labor across a centralized dashboard. trabr offers integration with xero, which lets administrators track budgets and analyze actual costs incurred to control expenses. it also enables homeowners to receive progress updates, assign tasks to team members, and use geo-fencing functionality to track on-site workers. trabr provides voice-to-text functionality, which helps teams record check out notes, update tasks, and record daily site activities. it also lets operators manage contacts and facilitate instant messaging.",,user feedback management,construction software,26.66666666666667
trackhr,trackhs,85.71428571428572,trackhrapp.com,,,"with a growing business and expanding teams, the challenges to manage work and analyse every minute to address wastefulness and inefficiencies also increase. trackhr solves all your business-related problems. making it exceptionally easy to monitor your team and employees, analyse your team’s performance automatically and manage your businesses virtually from anywhere on a real-time basis.",,,time tracking software,hotel management software,38.297872340425535
tradetracker,tradetracker.com,85.71428571428572,tradetracker.com,,,tradetracker.com is an affiliate marketing platform for advertisers and publishers.,,,affiliate marketing software,affiliate marketing,80.85106382978724
traffic travis,traffic travis pro,87.5,affilorama.com,,,"trusted by over 400,000 webmasters worldwide to research, monitor & drive traffic to their websites.",,,seo tools,seo platform,28.57142857142857
traffit,trafft,92.3076923076923,traffit.com,trafft.com,95.23809523809523,"hire the best candidates, automate processes, analyze results, and lower costs.","premium appointment scheduling software schedule appointments, meetings, events, manage staff and services - all in one tool.",43.13725490196079,recruiting software,online appointment scheduling software,52.63157894736843
trellis,trellix,85.71428571428572,gotrellis.com,,,"trellis helps amazon ecommerce merchants increase sales with an easy-to-use, intelligent ad optimization platform.",,,paid search advertising software,cyber security,30.434782608695656
tremor video,tremor videodsp,88.88888888888889,,tremorvideodsp.com,,,programmatic video built for storytelling,,video ad platform,video software,51.61290322580645
trend micro deep security,trend micro endpoint security,85.18518518518519,,,,,,,threat detection and prevention,endpoint security,33.333333333333336
tresata,tresta,92.3076923076923,tresata.com,tresta.com,95.23809523809523,delivering customer intelligence,"tresta is a virtual phone system where you can manage your business communications from any device. with unlimited calling, texting, and collaboration features, tresta’s easy-to-use mobile app helps your business communicate smarter – so you can better serve your customers from anywhere. try tresta for free for 30 days.",15.297450424929181,data quality tools,voip providers,18.75
tribehr,triberr,85.71428571428572,,,,,,,talent management,influencer marketing,37.83783783783784
truste,trusted,92.3076923076923,,usetrusted.com,,,trusted helps you find child care when and where you need it.,,ssl certificate,child care software,35.29411764705882
trustfuel,trustfull,88.88888888888889,,trustfull.com,,,"trustfull is a real-time risk decisioning platform that gathers data based on digital footprints. utilizing silent checks on multiple signals including phone number, email, ip, device, and browser, trustfull helps companies across different industries to assess risks and provide a safer online experience. main use cases include: kyc, aml, account takeover, promo abuse and synthetic identity fraud detection.",,customer success,e-commerce software,45.714285714285715
trustlogo,trustloop,88.88888888888889,,trustloop.co,,,"trustloop drives more 5-star reviews by letting saas products and small businesses capture customer feedback without worrying about negative public reviews. our proprietary technology allows owners to capture positive reviews publicly, while constructive feedback is kept private.",,ssl certificate,e-commerce software,41.17647058823529
trytn,tryton,90.9090909090909,trytn.com,,,"trytn is an online booking and centralized reservation management system for tour and activity businesses. the simple, intuitive interface means setup can be completed in minutes. businesses increase their direct sales while reducing costs by gaining access to trytn's subsidized web development and marketing services. a streamlined web presence combined with reliable software gives trytn partners the tools they need to succeed in the increasingly competitive activities industry.",,,travel arrangement software,enterprise resource planning (erp),32.786885245901644
tweriod,tweroid,85.71428571428572,,,,,,,social media management,social marketing,61.53846153846154
underscore,underscore.js,86.95652173913044,underscorejs.org,,,a javascript library that provides a whole mess of useful functional programming helpers without extending any built-in objects.,,,libraries and widgets,programming framework,28.57142857142857
unicenta,unicepta,87.5,,,,,,,pos systems,media monitoring,14.814814814814813
uniqode,uniqodo,85.71428571428572,uniqode.com,,,uniqode is a comprehensive qr code management platform designed to enable digital connections with every physical object and place on the planet.,,,qr code generator software,campaign management,26.66666666666667
univerge sv9100,univerge sv9300,93.33333333333333,,,,,,,unified communications,unified communications,100.0
univerge sv9100,univerge sv9500,93.33333333333333,,,,,,,unified communications,unified communications,100.0
univerge sv9300,univerge sv9500,93.33333333333333,,,,,,,unified communications,unified communications,100.0
untap,untapt,90.9090909090909,untap.tech,,,"untap is a powerful platform that empowers organizations to launch and manage platforms for innovation challenges, awards, and hiring programs effortlessly. with seamless submission handling, streamlined judging, and end-to-end program management, untap simplifies the process of discovering top talent and fostering innovation.",,,awards management software,job board,28.57142857142857
upic connect,upic connect crm,85.71428571428572,,upicsolutions.org,,,"upic connect crm is a powerful donor relationship management system that gives your united way team crm software including campaign insights, pledge and payment reporting, and the marketing tools it needs to thrive. dashboards are readily available with easy access providing real-time information into campaigns and all the details you need to fundraise successfully.",,nonprofit crm,nonprofit software,58.06451612903225
upply,uppy,88.88888888888889,,uppy.io,,,"uppy is a sleek modular file uploader for web browsers. add it to your app with one line of code, or build a custom version with just the plugins you need via webpack/browserify. 100% open source, backed by a company (transloadit).",,fleet management and logistics,file sharing,38.095238095238095
upside,upsider,92.3076923076923,upsidelab.io,,,"upside is a workflow analytics platform for teams who believe in continuous improvement. rooted in data science and machine learning, upside helps teams find simple ways to get better and more satisfied in their working lives. upside combines charts, diagnosis, and actionability into a sole product with one simple goal - to help your people achieve their potential and maximize their engagement. so, you can all stay focused on helping your customers. whether you run 50 teams or just 1, you can understand which teams and their people are thriving and which need some support at a ten-second glance.",,,software development analytics tools,talent marketplace,33.333333333333336
upsider,upslide,85.71428571428572,,upslide.net,,,"streamline document creation across your entire business with upslide. boost productivity and ensure brand compliance when working in excel, powerpoint, word or power bi.",,talent marketplace,document generation software,34.78260869565217
userbin,userbrain,87.5,userbin.com,,,add one line of code to your website to get a login interface that is consistent across all browsers. start accepting signups and handle logins with no additional html or css.,,,identity and access management,usability testing,34.04255319148937
userfeed,userfeel,87.5,,userfeel.com,,,userfeel is a usability testing tool that gives you videos of real users speaking their thoughts as they use your website or app,,user feedback management,user research tools,51.162790697674424
vectr,vectra,90.9090909090909,vectr.com,,,vectr is a web-based graphics editor platform that used to create vector graphics easily and intuitively to bring designs into reality.,,,other design software,network security,32.432432432432435
veeam backup & replication,veeam backup and replication,92.5925925925926,veeam.com/vm-backup-recovery-replication-software.html,,,"it is industry-leading backup & replication software. it delivers availability for all your cloud, virtual and physical workloads. through a simple-by-design management console, you can easily achieve fast, flexible and reliable backup, recovery and replication for all your applications and data.",,,enterprise data storage,backup and recovery,33.333333333333336
velocify lead manager,velocify leadmanager,97.5609756097561,,,,,,,lead management,lead scoring,51.85185185185186
vend,venda,88.88888888888889,,,,,,,point of sale (pos),ecommerce platform,21.62162162162162
vendio,vendo,90.9090909090909,,getvendo.com,,,one platform for all your marketplace and b2b ecommerce needs + easy supplier onboarding and sync + unlimited storefront curation and sales channels + effortless scalability through automation + no revenue sharing and predictable costs,,sales enablement,e-commerce software,40.0
veracode dynamic analysis,veracode static analysis,85.71428571428572,,,,,,,web and mobile application security,web and mobile application security,100.0
veridium,veridu,85.71428571428572,veridiumid.com,,,veridiumid is a software-only platform for biometric authentication that works in conjunction with a front-end mobile sdk that allows you to embed biometrics into your company's mobile app.,,,identity management software,identity verification and protection,43.75
verizon fios,verizon iot,86.95652173913044,,,,,,,internet service provider,iot platform,32.432432432432435
versium,versum,92.3076923076923,,,,,,,predictive analytics,appointments and scheduling,38.297872340425535
verve,vervoe,90.9090909090909,,vervoe.com,,,"vervoe is an intelligent hiring platform that uncovers hidden talent through real-world tests, tasks, and tools designed by leading industry experts and uses ai to instantly and automatically rank candidates based on how they perform.",,location marketing,recruiting software,43.24324324324324
vev,vevo,85.71428571428572,vev.design,,,"vev is a new breed of web creation platform built for developers, designers, and marketers. combining no-code and code, we help professional teams publish their wildest ideas on the web with complete creative and technical freedom.",,,content marketing software,entertainment vertical software,56.14035087719298
vevo,vevox,88.88888888888889,,vevox.com,,,"vevox brings out the best in presenters and audiences, giving everyone an equal chance to be heard. honest uninhibited feedback is received through intuitive live polling, text q&a and self-paced surveys on any mobile device.",,entertainment vertical software,event management software,64.28571428571428
viabl,viably,90.9090909090909,,runviably.com,,,"viably is a free all-in-one banking, insights, and financial management app designed specifically for small business owners. viably has built a small business banking experience backed by your business data, with insights tailored to your unique goals. the app is designed for all-in-one visibility into your cash and income–giving you the confidence to know where you stand and get paid faster. viably’s banking and financial tools for small businesses remove the guesswork from critical decisions, giving you financial clarity to operate and grow. dream boldly, run viably.",,other crm and sales,accounting & finance software,37.5
viddle,viddler,92.3076923076923,viddle.com.au,,,"viddle is a saas-based solution for private investigators, as well as investigators in the private and public sectors. viddle is easy to use and designed to help you save time on case creation and case management. viddle facilitates collaboration between investigators. viddle allows a primary investigator to add secondary investigators from partnering organisations and assign tasks to the case team. viddle includes video conferencing that allows investigators to screen-share and facilitate meetings. all case evidence is stored securely in amazon aws s3 sydney. viddle allows parties to a case to request information, such as witness statements or evidence, online. this eliminates the need to travel to collect case documents.",,,legal software,learning management systems,39.02439024390244
vidooly,vidooya,85.71428571428572,,,,,,,video ad platform,content marketing tools,25.0
vision metrics,vision metrics 360,87.5,,,,,,,360 degree feedback,360 degree feedback,100.0
visualorc,visualr,87.5,visualorc.com,,,"visualorc is the reference software specially developed for the area of budgeting, planning and management of works in civil construction and public works companies, which provides you with the tools to deal with all activities of budgeting and management of works.",,,construction software,data visualization,30.76923076923077
vitru,vitu,88.88888888888889,,,,,,,pre-employment assessment,cloud contact center software,29.629629629629626
vmware aria operations for logs,vmware aria operations for networks,87.87878787878788,,,,,,,log management,network monitoring,37.5
vmware carbon black cloud,vmware carbon black edr,87.5,,,,,,,endpoint security,endpoint security,100.0
vmware cloud disaster recovery,vmware disaster recovery,88.88888888888889,,,,,,,backup and recovery,backup and recovery,100.0
vmware esx 3.0,vmware esx 3.5,92.85714285714286,,,,,,,virtualization platform,virtualization platform,100.0
vmware esx 3.0,vmware esxi 4.0,89.65517241379311,,,,,,,virtualization platform,virtualization platform,100.0
vmware esx 3.0,vmware esxi 5.0,89.65517241379311,,,,,,,virtualization platform,virtualization platform,100.0
vmware esxi 4.0,vmware esxi 4.1,93.33333333333333,,,,,,,virtualization platform,virtualization platform,100.0
vmware esxi 4.0,vmware esxi 5.0,93.33333333333333,,,,,,,virtualization platform,virtualization platform,100.0
vmware esxi 4.1,vmware esxi 5.0,86.66666666666667,,,,,,,virtualization platform,virtualization platform,100.0
vmware hci,vmware hcx,90.0,,,,,,,converged infrastructure,cloud integration,43.90243902439024
vmware vcloud,vmware vcloud air,86.66666666666667,,,,,,,"it, server and network monitoring",infrastructure-as-a-service (iaas),38.80597014925373
vmware vrealize log insight,vmware vrealize network insight,86.20689655172413,,,,,,,log management,network administration and management,47.05882352941176
vmware vshield,vmware vshield app,87.5,,,,,,,network security,network security,100.0
vmware workspace one,vmware workspace one assist,85.1063829787234,,,,,,,web and application servers,it infrastructure services,45.28301886792453
volue,volume,90.9090909090909,,watermarktech.co.uk,,,"volume is a document management solution (dms) and is installed and hosted within your own environment, allowing you complete control over all aspects of its storage and use.",,energy and utilities vertical software,enterprise content management (ecm) systems,32.098765432098766
voucherify,vouchery,88.88888888888889,,vouchery.io,,,"easily create personalized, custom incentives, optimize discount spendings and prevent voucher abuse to maximize the value of each promotion.",,customer loyalty,e-commerce software,45.714285714285715
voyc,voyce,88.88888888888889,voyc.ai,,,voyc helps capture voice or text conversations & feedback from multiple channels.,,,call & contact center software,other healthcare tech,39.21568627450981
wave lms,wave tms,87.5,,zuumapp.com,,award-winning financial software designed for entrepreneurs.,"zuum app is the saas-deployed solution that can digitize freight brokerages, third-party logistics providers, and freight forwarding companies overnight. with zuum automated broker, freight brokers can automate every stage of freight management, increase on-time delivery performance, improve customer satisfaction, and help companies achieve higher profits to accelerate growth. the software includes 12-in-1 workflow automations. digital shipment management allows users to stay informed on their active shipments and open offers in real-time, streamline communication with external stakeholders and access live market insights to enhance quick decision-making and win more bids. digital customer management simplifies onboarding, enabling users to expedite load tendering and access pertinent contact information to help deliver best-in-class service. digital carrier management allows brokers to manage their existing freight network and provides access to new carrier partners that meet their criteria to accelerate freight planning. users can generate advanced reports on service level, sales, operator, shipment, best/worst lanes to monitor performance and enable better planning. automated billing and invoicing modules reduce paperwork, manual back-office tasks and human error to increase efficiency and profitability. users can also whitelabel their platform and select from upgrades including a customized pricing algorithm, dynamic smart rate, dynamic rfp, routing guide, ai-driven, multi-lane pricing, spot market win-loss ratio & lane analytics, lane seeker, and our workforce management tool to maximize their capabilities. zuum partners with external enterprise-class software through an open api to offer modular technology and help users achieve peak performance.",6.4060803474484285,learning management systems,distribution software,29.166666666666664
webhooks.io,webhose.io,85.71428571428572,,,,,,,proxy servers,web content management,22.857142857142854
websale,webscale,93.33333333333333,websale.de,,,websale is an online shop software for b2c and b2b businesses.,,,e-commerce software,ecommerce platform,64.86486486486487
webstarts,webstat,87.5,,webstat.com,,,webstat is a website statics and counter tool.,,site builder,digital analytics software,31.57894736842105
weka,wekan,88.88888888888889,,wekan.io,,,wekan is an open source project management tool.,,data science and machine learning,"project, portfolio & program management software",32.098765432098766
wellth,wellthy,92.3076923076923,wellthapp.com,,,wellth helps patients change their behaviors so they get better faster. wellth also mitigates risk for health insurers and risk-bearing provider systems so they can reduce costs.,,,health care software,other healthcare tech,53.65853658536586
willis towers watson,willis towers watson emblem,85.1063829787234,,,,,,,financial risk management,financial risk management,100.0
willis towers watson,willis towers watson radar,86.95652173913044,,,,,,,financial risk management,data analytics,35.89743589743589
windows 10,windows 11,90.0,microsoft.com/en-us/windows,,,it is the latest iteration of the microsoft operating systems and has been optimized for home pc performance in a wide variety of applications from serious work to after-hours gaming.,,,server and desktop os,server and desktop os,100.0
windows server 2000,windows server 2003,94.73684210526316,,,,,,,server and desktop os,server and desktop os,100.0
windows server 2000,windows server 2008,94.73684210526316,,,,,,,server and desktop os,server and desktop os,100.0
windows server 2000,windows server 2012,89.47368421052632,,,,,,,server and desktop os,server and desktop os,100.0
windows server 2000,windows server 2016,89.47368421052632,,,,,,,server and desktop os,server and desktop os,100.0
windows server 2003,windows server 2008,94.73684210526316,,,,,,,server and desktop os,server and desktop os,100.0
windows server 2003,windows server 2012,89.47368421052632,,,,,,,server and desktop os,server and desktop os,100.0
windows server 2003,windows server 2016,89.47368421052632,,,,,,,server and desktop os,server and desktop os,100.0
windows server 2008,windows server 2012,89.47368421052632,,,,,,,server and desktop os,server and desktop os,100.0
windows server 2008,windows server 2016,89.47368421052632,,,,,,,server and desktop os,server and desktop os,100.0
windows server 2012,windows server 2016,94.73684210526316,,,,,,,server and desktop os,server and desktop os,100.0
winmagi,winmagic,93.33333333333333,magierp.com,,,winmagi empowers companies to manage every function of their business more effectively. it blends solid accounting and manufacturing practices in an easy to use and implement package.,,,discrete erp software,data security and dlp,33.333333333333336
wintouch crm,wintouch ecrm,96.0,wintouch.com,,,"wintouch as/400 crm (iseries) offers staff and management in sales, marketing and customer service, the information they need to provide their customers with a service that is par excellence.",,,crm software,crm platforms,48.0
wiso,wisor,88.88888888888889,,getwisor.com,,,best salon and spa management software,,auditing and compliance,spa and salon management software,39.28571428571429
wolters kluwer cch,wolters kluwer hcue,86.48648648648648,,,,,,,property management,identity and access management,40.816326530612244
womplify,womply,85.71428571428572,womplify.com,,,womplify offers programmable marketing automation for startups and smb's.,,,marketing automation software,loyalty marketing,56.52173913043479
wonderware,wonderwe,88.88888888888889,,wonderwe.com,,,use our crowdfunding platform to create action and raise money for individuals and organizations.,,manufacturing vertical software,nonprofit software,48.97959183673469
workado,workadu,85.71428571428572,,reservationengine.net,,,"build your own booking , reservation , appointment , ticketing website and messenger bot in just a few minutes and manage your business workflow.",,campaign management,online appointment scheduling software,35.08771929824561
workday financial reporting and analytics,workday hcm reporting and analytics,86.8421052631579,,,,,,,financial reporting,human capital management,32.55813953488372
workday spend management,workday talent management,85.71428571428572,,,,,,,expense management and reporting,talent management,53.06122448979591
workpop,workpro,85.71428571428572,,,,,,,talent management,performance management,66.66666666666667
workpro,workproud,87.5,,workproud.com,,,"smart technology that aligns your core values, goals, and objectives with the individual aspirations of employees.",,performance management,talent management software,62.5
workshape,workshare,88.88888888888889,workshape.io,,,workshape is a job portal for software engineering jobs.,,,recruiting software,system administration,40.0
workshare,workshore,88.88888888888889,,workshore.io,,,"workshore is a technology partner for digital agencies. we have the vision to modernize the tech design and development experience so agencies can spend more time doing what they love - being the creators and storytellers. together, we launch the greatest digital experiences. we deliver your clients' websites, and product design and development with one, expert team. and, in doing so, we build long-term relationships based on our core values of transparency, quality, and ownership. with the ultimate team at your corner, accelerate your client’s growth journey with simplified collaboration and expert deliverables.",,system administration,webops platforms,27.027027027027028
workspad,workspan,87.5,workspad.com,,,"workspad turns ipad, iphone and android devices into functional enterprise mobile workplaces, providing business users with a wide range of capabilities, user-friendly interface, and enterprise-grade security in single app for ios and android. access to corporate mails, calendar, address book, full function document editor, innovative collaboration tools are all integrated into a single app to optimize cross-functional scenarios and navigation, etc. the unique multiscreen interface allows working simultaneously with a number of documents and mails, just like on your favorite pcs.",,,other office software,team collaboration,30.76923076923077
workstories,workstride,85.71428571428572,workstories.live,,,"workstories is software for corporate communication and engagement for employees. the tool helps corporate communication managers, hr managers, ceo, and other managers share and deliver critical news, updates, and different content through corporate stories. with workstories, you can efficiently run surveys, quickly get the results, develop corporate culture, and build a strong hr brand, engage all employees in the life of your company. the workstories installs on windows and macos desktops and shows small pop-up notifications in the lower right corner. these notifications or story previews will see 100% of your employees. after that, you click on the preview, and then you get the content in the story view. these stories can look like video content, pictures with text, surveys, dashboard, the figure of the day, motivation news from ceo, onboarding and so on.",,,internal communications software,recruitment,32.55813953488372
workware,workwave,87.5,getworkware.com,,,"workware replicate managers. inspections, checklists and repetitive task management for franchises and multi store businesses",,,document creation software,recruitment,43.24324324324324
xanario,xandaro,85.71428571428572,,xandaro.com,,,smart scheduling is the leading appointment scheduling software for the salon and spa industry and it's totally free.,,shopping cart software,spa and salon management software,54.54545454545454
xap,xapt,85.71428571428572,db.cs.cmu.edu,,,"xap is a distributed in-memory data grid that supports the ability to conduct millions of transactions per second. this is due to the fact that there is virtually no transaction delay between physical i/o so xap can be applied to distributed applications ranging from financial services to retail. xap has 3 tiers to its services: open source, premium, and enterprise.",,,database software,enterprise resource planning (erp),31.372549019607842
xenko,xeno,88.88888888888889,,xeno.in,,,rewarding your customers for being loyal to your brand is a conventional and sure shot guarantee to success. we take this traditional method and bring it into the 21st century with our customizable cloud based loyalty program to fit every brandsneeds.,,game development,customer data platforms (cdp),35.55555555555555
xerox 550,xerox 560,88.88888888888889,,,,,,,print fulfillment services,print fulfillment services,100.0
xerox 700,xerox 770,88.88888888888889,,,,,,,print fulfillment services,print fulfillment services,100.0
xerox docucolor,xerox docucolor 12,90.9090909090909,,,,,,,print fulfillment services,print fulfillment services,100.0
xerox igen4,xerox igen5,90.9090909090909,,,,,,,print fulfillment services,print fulfillment services,100.0
